ID,City,State,Latitude,Longitude,Tot
6665,Summit,IL,41.7880876,-87.810334,2
6666,West Dundee,IL,42.0980812,-88.2828581,3
6667,Pontiac,IL,40.8808666,-88.6297839,3
6668,Wood Dale,IL,41.9633625,-87.9789562,2
6669,Fairbury,IL,40.7472566,-88.5147789,1
6670,Mettawa,IL,42.2333571,-87.9259058,1
6671,Henning,IL,40.3050364,-87.7008567,1
6672,Waukegan/Gurnee,IL,42.346201,-87.896353,1
6673,Hinkley,IL,42.01333535,-87.83513131622338,1
6674,El Paso,IL,40.7392018,-89.0164626,2
6675,Chicago/Ohare,IL,41.9775601,-87.86422925817592,1
6676,New Douglas,IL,38.9700463,-89.6664793,1
6677,Martinton,IL,40.9158671,-87.7253124,1
6678,Maroa,IL,40.0364257,-88.957026,2
6679,Raddle,IL,37.7789404,-89.5867662,1
6680,Lyons,IL,41.811108,-87.8232695,1
6681,Martinsville,IL,39.3355924,-87.8819761,2
6682,Chicago area,IL,41.7476789,-87.88083285928236,1
6683,Ladd,IL,41.3825348,-89.2189748,1
6684,Riverton,IL,39.8442164,-89.5395417,1
6685,Rinard,IL,38.5706035,-88.4656042,1
6686,Cambridge,IL,41.3025257,-90.1962861,1
6687,Mounds,IL,37.1142176,-89.197853,1
6688,Smithshire,IL,40.7924347,-90.7783252,1
6689,Mt Carmel,IL,38.4108801,-87.7614174,1
6690,Orland/Tinley Park,IL,41.5577043,-87.8511959,2
6691,Bartonville,IL,40.6503158,-89.6520455,2
6692,Posen,IL,41.6317008,-87.681437,1
6693,Hillside,IL,41.8778084,-87.9028398,1
6694,Posen/Midlothian,IL,41.6279238,-87.6980012,1
6695,Evergreen Park/Tinley Park/Orland Park,IL,41.5915361,-87.8164782,1
6696,Warrenville/Wheaton,IL,41.8537724,-88.1133535,1
6697,Carthage,IL,40.416433,-91.1362537,2
6698,Owaneco,IL,39.4822664,-89.1936976,2
6699,South Holland,IL,41.6008681,-87.6069894,2
6700,Blue Mound,IL,39.7011516,-89.1231356,2
6701,Arenzville,IL,39.8769918,-90.3734571,2
6702,Harwood Heights,IL,41.9669615,-87.8076726,1
6703,Ipava,IL,40.3514319,-90.3245681,2
6704,"Chicago ""highway""",IL,41.9823166,-87.7806658,1
6705,Glencoe,IL,42.1350268,-87.7581188,1
6706,Gibson City,IL,40.4653118,-88.3758875,1
6707,Shumway,IL,39.1850417,-88.6522771,1
6708,Washington,IL,38.3662806,-89.4201902,2
6709,Atkinson,IL,41.4208678,-90.0151121,1
6710,Coulterville,IL,38.1864389,-89.6056504,1
6711,Atwood,IL,39.7994772,-88.4622789,2
6712,Farmer City,IL,40.2433676,-88.6425668,2
6713,Mt.Vernon,IL,38.3172715,-88.9031201,3
6714,unknown,IL,37.6258867,-88.7974706,1
6715,Illinois,IL,42.2021664,-88.07144005162334,2
6716,La Moille,IL,41.5317006,-89.2798104,1
6717,Grafton,IL,38.9698503,-90.4314331,1
6718,Oakdale,IL,38.2617174,-89.5014792,1
6719,Rend Lake,IL,38.11123430000001,-88.9673014431601,1
6720,Grantsburg,IL,37.3908854,-88.7470015,1
6721,Oak Brook,IL,41.8328085,-87.9289504,2
6722,Willow Brook,IL,41.1727093,-87.8228627,2
6723,Galesburg area,IL,40.94771785,-90.33723297511604,1
6724,New Salem,IL,39.7075473,-90.8476304,1
6725,Ivesdale,IL,39.9458345,-88.45587600681185,1
6726,Decatur (near),IL,39.8403147,-88.9648004,1
6727,Harrisonville,IL,41.2872542,-88.3047856,1
6728,Aviston,IL,38.6067183,-89.6075894,1
6729,St.Rose,IL,38.6842146,-89.5545304,1
6730,Elmwood,IL,40.7778151,-89.9665017,2
6731,Dwight,IL,41.0944767,-88.4250597,1
6732,Wenona,IL,41.0525331,-89.0503587,1
6733,I-355 (Cook County),IL,41.6600767,-88.021234,1
6734,University Park,IL,41.4400344,-87.683377,1
6735,Steeleville,IL,38.007273,-89.6584326,1
6736,Dix,IL,38.4417157,-88.9375635,1
6737,Fancy Prairie,IL,39.9978369,-89.6003261,1
6738,Watseka,IL,40.7761465,-87.7364218,1
6739,Bath,IL,40.1933784,-90.1409523,2
6740,Pittsburg,IL,37.7769938,-88.8495103,1
6741,Crescent City,IL,40.7700351,-87.8589251,1
6742,Greenup,IL,39.2478159,-88.1633719,1
6743,Wildwood,IL,42.00469975,-87.77590014075116,2
6744,Sandoval,IL,38.6156043,-89.1142343,2
6745,Buckner,IL,37.9831056,-89.0161841,1
6746,Luka,IL,39.7601283,-89.6783091,1
6747,Grant Park,IL,41.2454168,-87.6425237,1
6748,Burlington,IL,42.0528038,-88.5481412,1
6749,Glenwood,IL,41.5424867,-87.6022765,1
6750,Walnut Hill,IL,38.4772714,-89.0434002,1
6751,Dana,IL,40.9578103,-88.9500761,1
6752,Palos Hills,IL,41.6966397,-87.816924,1
6753,DeSoto,IL,39.8110916,-88.8972374,1
6754,Ringwood,IL,42.3922427,-88.2970335,1
6755,Schuyler County,IL,40.1370869,-90.5697373,2
6756,Cottage Hills,IL,38.9031029,-90.0701061,1
6757,Edinburg,IL,39.6572697,-89.3895338,1
6758,Burlington Township,IL,42.0114568,-88.54530954756562,1
6759,Lakemoor,IL,42.3286331,-88.1989732,1
6760,Patoka,IL,38.7553259,-89.0953417,1
6761,Saint Charles Township,IL,41.9078567,-88.37491196489631,1
6762,Smithton,IL,38.4086616,-89.9920501,1
6763,Oakbrook,IL,40.8266144,-89.60577360664786,1
6764,Burtons Bridge,IL,42.279745,-88.228973,1
6765,Orland Park/Palos Park,IL,41.64669015,-87.83695773908082,1
6766,St. David,IL,40.4933728,-90.0487284,1
6767,Prairie View,IL,42.1991913,-87.9556284,1
6768,Paw Paw,IL,41.688919,-88.9811987,1
6769,Thornton,IL,41.5725811,-87.6095281,1
6770,Livingston,IL,40.8682487,-88.5631125,1
6771,Potomac,IL,40.305036,-87.8005829,1
6772,Georgetown,IL,39.9753144,-87.6358546,1
6773,Oglesby,IL,41.2953127,-89.0595266,1
6774,Chicago (Hwy. 531),IL,41.5050428,-87.6409212,1
6775,Chicago (Irving Park Road),IL,41.95543975,-87.88266851034763,1
6776,Mt Sterling,IL,39.9872707,-90.763463,2
6777,Tolono,IL,39.9861415,-88.2589387,2
6778,Anna,IL,37.4603274,-89.2470282,1
6779,Jonesville,IL,42.3250187,-89.077607,1
6780,Scales Mound,IL,42.4758462,-90.2529773,1
6781,Franklin Park (60131),IL,41.9353084,-87.865618,1
6782,"Round Lake Beach, Illinois",IL,42.3716881,-88.0900806,1
6783,Alpha,IL,41.1917031,-90.3801274,1
6784,Chicago (downtown),IL,41.881644,-87.63209480891294,1
6785,Penfield,IL,40.3033684,-87.9467009,1
6786,S. Beloit,IL,42.4930708,-89.0367764,1
6787,Texico,IL,38.4394932,-88.8970066,1
6788,Farina,IL,38.8218215,-88.78411795084074,1
6789,Elizabethtown,IL,37.4459108,-88.305099,1
6790,Deer Grove,IL,41.607811,-89.689547,1
6791,Evansville,IL,38.0903289,-89.9384406,1
6792,Sumner,IL,38.7170202,-87.8613491,1
6793,Mascoutah,IL,38.490327,-89.793154,2
6794,Hayworth,IL,39.9860391,-87.6290504,1
6795,Arlington,IL,41.4736452,-89.2492531,1
6796,East Aurora,IL,41.7570428,-88.30369430087242,1
6797,W. Chicago,IL,41.8847507,-88.2039607,1
6798,Grape Creek,IL,40.0678146,-87.5986309,1
6799,Mount Carroll,IL,42.0948582,-89.9777041,1
6800,Chesterfield,IL,39.2550463,-90.063163,1
6801,Delevan,IL,38.67994,-89.979416,1
6802,Abingdon,IL,40.8044833,-90.4017954,1
6803,Melvin,IL,40.5675346,-88.2478272,1
6804,DuQuoin,IL,37.983078500000005,-89.22290061915476,1
6805,Shobonier,IL,38.869491,-89.0886763,1
6806,Williamsfield,IL,40.9225373,-90.0145584,1
6807,Campton Hills,IL,41.9361328,-88.3997579,1
6808,Lincoln (near),IL,39.8322,-88.9745689,1
6809,Island Lake,IL,42.2761341,-88.1920272,1
6810,Groveland,IL,40.5925386,-89.5345422,1
6811,Peoria County,IL,40.8021278,-89.7713762,1
6812,Arcola,IL,39.684755,-88.3064367,1
6813,Albany,IL,41.7894748,-90.2192941,1
6814,Winchester,IL,39.629639,-90.4561955,1
6815,Honolulu,IL,39.886862,-90.000579,1
6816,Janesville,IL,39.3742031,-88.2436532,1
6817,Wilsonville,IL,39.0708798,-89.8562091,2
6818,Paxton,IL,40.4603125,-88.0953201,1
6819,Marshall,IL,41.0324537,-89.2998456,2
6820,Hamlet,IL,41.313757,-90.7345496,1
6821,Grand Chain,IL,37.2517187,-89.0234037,1
6822,Fayetteville,IL,38.3775489,-89.7953771,1
6823,Bourbonnais/Bradley,IL,41.14961775,-87.86880573714478,1
6824,Akin,IL,37.9881043,-88.7475606,1
6825,Lynn Center,IL,41.2958691,-90.357904,1
6826,Hutsonville,IL,39.1094852,-87.6564145,1
6827,Winnebago,IL,42.3255276,-89.1496574,1
6828,Mundelin,IL,38.177208,-88.9811894,1
6829,London Mills,IL,40.7105947,-90.2662355,1
6830,Bonfield,IL,41.1466986,-88.0578276,1
6831,"Rockford,il",IL,42.2713945,-89.093966,1
6832,Keeneyville,IL,41.9675282,-88.1203496,1
6833,City,State,40.7169461,-73.9566296,1
6834,Greenwood,IN,39.6136578,-86.1066526,33
6835,CHARLESTOWN,IN,38.45312,-85.6702407,1
6836,Fishers,IN,39.9555928,-86.0138729,41
6837,Sunman,IN,39.2369971,-85.0946809,1
6838,Gary,IN,41.6020962,-87.3370647,15
6839,Fort Wayne,IN,41.0799898,-85.1386015,105
6840,Merrillville,IN,41.4828144,-87.3328139,7
6841,Newburg,IN,41.6913184,-86.1785352,2
6842,Franklin,IN,39.4149034,-85.0563234,13
6843,Linton,IN,39.0347666,-87.1658458,4
6844,daleville,IN,40.1211546,-85.5580301,1
6845,Saint joe,IN,41.3157438,-84.9016685,1
6846,Porter county,IN,41.4765035,-87.07503695596745,1
6847,Evansville,IN,37.9747645,-87.5558483,101
6848,Napoleon,IN,39.2047742,-85.330797,1
6849,Rochester,IN,41.0648846,-86.2159959,10
6850,Granger,IN,41.73547645,-86.13970768197521,5
6851,Dugger,IN,39.0700433,-87.261404,1
6852,Corydon,IN,38.2129325,-86.125386,12
6853,Bluffton,IN,40.7386579,-85.1716368,5
6854,Crawfordsville,IN,40.0401991,-86.8990249,4
6855,Indianapolis,IN,39.7683331,-86.1583502,253
6856,Marion,IN,40.5583739,-85.6591442,24
6857,Bloomington,IN,39.1670396,-86.5342881,40
6858,Lanesville,IN,38.2369121,-85.9860322,2
6859,Michigan City,IN,41.7075394,-86.8950297,17
6860,LaPorte,IN,41.5718945,-86.7490124,15
6861,Ossian,IN,40.880603,-85.1663593,2
6862,Alexandria,IN,40.2628184,-85.675809,6
6863,Marengo,IN,38.3692276,-86.3435917,3
6864,Laporte,IN,41.5718945,-86.7490124,6
6865,Rosedale,IN,39.6228165,-87.28335,1
6866,Richmond,IN,39.8286897,-84.8898521,12
6867,Lebanon,IN,40.0483744,-86.4691677,8
6868,Columbus,IN,39.2014405,-85.9213796,10
6869,Georgetown,IN,41.7307474,-86.22653021640718,4
6870,Santa Claus,IN,38.1275598,-86.9124388,31
6871,Newburgh,IN,37.9456824,-87.4046571,85
6872,South Bend,IN,41.6833813,-86.2500066,59
6873,McCordsville,IN,39.8939648,-85.9219417,7
6874,Mt. Vernon,IN,37.9396795,-87.8952993,87
6875,Spencerville,IN,41.2831056,-84.9219092,11
6876,Portage,IN,41.5758708,-87.1761455,20
6877,Oaklandon,IN,39.8728177,-85.9569264,17
6878,Tipton,IN,40.2899154,-86.058442,3
6879,Aurora,IN,39.0570022,-84.9013402,5
6880,North vernon,IN,39.006165,-85.6235796,1
6881,Vincennes,IN,38.6772691,-87.5286325,22
6882,New Albany,IN,38.2856247,-85.8241312,22
6883,St. Joseph,IN,41.5941578,-86.2787334,1
6884,Noblesville,IN,40.0455918,-86.0085955,35
6885,Clarksville,IN,38.2967791,-85.7602087,5
6886,Muncie,IN,40.1936892,-85.3865271,29
6887,Birdseye,IN,38.3141115,-86.69696549831683,1
6888,Greenfield,IN,39.7855096,-85.7681979,20
6889,Crown Point,IN,41.4169806,-87.3653136,27
6890,Hebron,IN,41.3186482,-87.2003091,4
6891,Peru,IN,40.7537253,-86.0690325,18
6892,Osceola,IN,41.6650487,-86.075836,7
6893,Logansport,IN,40.7545006,-86.3567356,14
6894,Goshen,IN,41.5824086,-85.834366,17
6895,Osgood,IN,39.12922,-85.2916279,2
6896,Waymansville,IN,39.0631073,-86.043042,1
6897,Fort wayne,IN,41.0799898,-85.1386015,2
6898,Swayzee,IN,40.5083719,-85.8255378,2
6899,Claypool,IN,41.129211,-85.8805466,1
6900,Hammond,IN,41.5833658,-87.500043,16
6901,Kokomo,IN,40.4864444,-86.1336351,40
6902,Portland,IN,40.4344895,-84.9777455,4
6903,Camp atterbury,IN,39.2890345,-86.04064325,1
6904,Chesterton,IN,41.6105938,-87.0641992,10
6905,Shelbyville,IN,39.5214373,-85.7769238,14
6906,Lafayette,IN,40.4167022,-86.8752869,41
6907,Alton,IN,38.1209985,-86.41891806287128,1
6908,Terre Haute,IN,39.4667025,-87.4139119,55
6909,New Pekin,IN,38.5050598,-86.0169186,1
6910,Oaktown,IN,38.8711562,-87.4414083,2
6911,Lagrange,IN,41.6372578,-85.4216948,4
6912,Columbia city,IN,41.156928,-85.4884616,1
6913,South whitley,IN,41.0847677,-85.6280381,1
6914,Anderson,IN,40.1053196,-85.6802541,20
6915,Elwood,IN,40.2769834,-85.8419246,2
6916,Saint John,IN,38.0792104,-87.4500133,3
6917,Angola,IN,41.634874,-84.99928,10
6918,Silver Lake,IN,41.0722664,-85.8916574,1
6919,Avon,IN,39.7628227,-86.3997168,5
6920,Schererville,IN,41.4789246,-87.4547605,8
6921,Elkhart,IN,41.6012796,-85.8590603,20
6922,Mooresville,IN,39.6128243,-86.37416,6
6923,Ft. Wayne,IN,41.0799898,-85.1386015,5
6924,Dearborn,IN,39.1340338,-84.9820997,1
6925,Wheatfield,IN,41.1929431,-87.0548175,4
6926,Memphis,IN,38.487836,-85.76200825998134,2
6927,Winfield,IN,41.4053145,-87.2753119,2
6928,Magnet,IN,38.0967299,-86.4633121,1
6929,Petersburg,IN,38.4919935,-87.2786244,1
6930,Brownsburg,IN,39.8433769,-86.3977736,5
6931,churubusco,IN,41.2306037,-85.3194291,1
6932,Salem,IN,38.6056131,-86.101089,4
6933,Madison,IN,40.1624531,-85.7260804,6
6934,Lowell,IN,41.2914244,-87.4205903,7
6935,Greensburg,IN,39.3372722,-85.483581,8
6936,Trafalgar,IN,39.4161604,-86.150823,1
6937,Palmyra,IN,38.40784,-86.1099749,3
6938,Greencastle,IN,39.6444898,-86.8647316,3
6939,Valparaiso,IN,41.4730948,-87.0611412,17
6940,Princeton,IN,38.355439,-87.5678034,7
6941,Carmel,IN,39.9788017,-86.1189257,18
6942,Spiceland,IN,39.838379,-85.4388608,2
6943,New Middletown,IN,38.16506,-86.05185863031427,1
6944,Shelburn,IN,39.1783743,-87.3936302,1
6945,Martinsville,IN,39.4278253,-86.428328,6
6946,Cedar lake,IN,41.3647578,-87.4411473,2
6947,East Chicago,IN,41.6397857,-87.4548466,3
6948,Selma,IN,40.1914794,-85.2686208,3
6949,Dillsboro,IN,39.0178348,-85.0588433,1
6950,Mitchell,IN,38.7328304,-86.4736019,2
6951,Sheridan,IN,40.1349677,-86.2202749,5
6952,Ekin,IN,40.2169814,-86.1616581,1
6953,Mishawaka,IN,41.6611642,-86.1807031,20
6954,Norris City,IN,41.1499172,-85.4729464,3
6955,Lawrence,IN,38.8400395,-86.4880717,1
6956,Monticello,IN,40.7453169,-86.7647343,12
6957,Middlebury,IN,41.6750375,-85.7058146,3
6958,Millersburg,IN,41.5278273,-85.6944329,1
6959,Ellettsville,IN,39.2339348,-86.6250008,2
6960,Lizton,IN,39.8867109,-86.5433345,2
6961,W TERRE HAUTE,IN,39.4650363,-87.450021,1
6962,Plymouth,IN,41.3436555,-86.3097278,8
6963,St Croix,IN,38.2239489,-86.5863736,1
6964,Pekin,IN,38.5050598,-86.0169186,3
6965,Seymour,IN,38.9592201,-85.8902547,10
6966,Hartford City,IN,40.4511541,-85.369972,3
6967,Terre haute,IN,39.4667025,-87.4139119,1
6968,Auburn,IN,41.3669902,-85.0588632,2
6969,Williamsburg,IN,39.9508797,-84.9963524,1
6970,Jeffersonville,IN,38.2770227,-85.7371604,19
6971,Whiteland,IN,39.5500485,-86.0797079,3
6972,Veedersburg,IN,40.1130947,-87.2625101,4
6973,Mt.Vernon,IN,37.9396795,-87.8952993,1
6974,Falmouth,IN,39.7009438,-85.3010915,1
6975,Wadesville,IN,38.1025438,-87.7861367,1
6976,West Indianapolis,IN,39.7739064,-86.1716428,1
6977,Scipio,IN,39.0792196,-85.7174746,4
6978,Cedar Lake,IN,41.3647578,-87.4411473,4
6979,Camby,IN,39.661472,-86.3120233,2
6980,New Castle,IN,39.9289351,-85.3702477,4
6981,Brookville,IN,39.4231065,-85.0127376,3
6982,Hagerstown,IN,39.9111577,-85.1616315,3
6983,Highland,IN,41.5536529,-87.4520484,13
6984,Boonville,IN,38.0493288,-87.2746568,5
6985,Floyds Knob,IN,38.338868,-85.870816,1
6986,Orleans,IN,38.6617205,-86.4516557,3
6987,La Porte,IN,41.6105983,-86.7225227,17
6988,Garrett,IN,41.3494927,-85.1355271,3
6989,Zionsville,IN,39.950724,-86.2616968,9
6990,Hobart,IN,41.5322592,-87.2550353,6
6991,Nappanee,IN,41.4427856,-86.0013699,1
6992,Elizabeth,IN,38.1211819,-85.9741324,2
6993,West College Corner,IN,39.5675514,-84.8160671,1
6994,Mount Vernon,IN,37.9396795,-87.8952993,1
6995,Cambridge City,IN,39.8129285,-85.1708971,5
6996,Pierceton,IN,41.2003229,-85.7055417,4
6997,Cicero,IN,40.1239257,-86.0133181,5
6998,Redkey,IN,40.3489327,-85.1499696,2
6999,Whitewater,IN,39.9445735,-84.83133526728228,1
7000,Morrow,IN,40.4349653,-86.14013771888423,1
7001,Holden,IN,41.6643819,-87.0528875,1
7002,Warsaw,IN,41.2381017,-85.8530544,6
7003,Knox,IN,38.687009,-87.3811461,6
7004,Tell City,IN,37.9514447,-86.7677663,5
7005,Monterey,IN,41.1569862,-86.4827853,1
7006,Reelsville,IN,39.5575439,-86.9669567,1
7007,Eaton,IN,40.3403206,-85.3508046,2
7008,Boggstown,IN,39.5631037,-85.9163709,1
7009,Syracuse,IN,41.4278409,-85.7524957,5
7010,Mulberry,IN,40.3444804,-86.6652822,3
7011,Underwood,IN,38.6036712,-85.7744112,1
7012,Atlanta,IN,40.2153151,-86.0263746,2
7013,Nineveh,IN,39.3622722,-86.0847136,3
7014,Jasper,IN,41.0321808,-87.1066598,4
7015,Farmland,IN,40.1878219,-85.1274677,2
7016,Southport,IN,39.659058,-86.11569735840152,2
7017,Rosston,IN,40.04865,-86.2891615,1
7018,Arlington,IN,39.6423562,-85.5766741,1
7019,New Salisbury,IN,38.3136764,-86.0949722,2
7020,Amboy,IN,40.6014291,-85.9288757,1
7021,Carbondale,IN,40.3600367,-87.3477916,1
7022,Walton,IN,40.6627075,-86.24611917317421,2
7023,Demotte,IN,41.1950369,-87.1986403,3
7024,Lynn,IN,40.0497686,-84.9396854,2
7025,Mt. Summit,IN,40.0044908,-85.3846928,1
7026,Liberty,IN,39.6356048,-84.931071,2
7027,Boone Grove,IN,41.3547602,-87.1294742,1
7028,Bedford,IN,38.8611619,-86.4872149,6
7029,Rolling Prairie,IN,41.6745495,-86.6160192,1
7030,Albion,IN,41.3956043,-85.4244241,4
7031,North Vernon,IN,39.006165,-85.6235796,4
7032,Whiting,IN,41.6797578,-87.4944873,3
7033,Danville,IN,39.7606013,-86.5263879,3
7034,Westport,IN,39.1758853,-85.5730273,1
7035,Terra Haute,IN,39.4596156,-87.3485531,1
7036,Lapel,IN,40.0687245,-85.8479102,1
7037,Jasper I,IN,38.3914228,-86.9308719,1
7038,Parker City,IN,40.1889327,-85.204135,2
7039,Charlestown,IN,38.45312,-85.6702407,4
7040,Earl Park,IN,40.6828155,-87.4116891,1
7041,Camby/Indianapolis,IN,39.661472,-86.3120233,1
7042,Indianapolis/Fishers,IN,39.9352217,-86.04670949266841,1
7043,Austin,IN,38.740661,-85.81392401689178,2
7044,San Pierre,IN,41.1986805,-86.89279371959461,1
7045,Topeka,IN,41.5394353,-85.5394484,1
7046,Fairland,IN,39.5858806,-85.8635919,1
7047,Stockwell,IN,40.2861471,-86.7708395,1
7048,West Lafayette,IN,40.4258686,-86.9080655,10
7049,Munster,IN,41.5644798,-87.5125412,2
7050,Huntertown,IN,41.2283821,-85.1724741,3
7051,North Judson,IN,41.2157904,-86.777617,5
7052,Morristown,IN,39.6732065,-85.6989709,1
7053,Columbia City,IN,41.156928,-85.4884616,11
7054,Gas City,IN,40.4872625,-85.6130311,2
7055,Montpelier,IN,40.5539337,-85.277472,1
7056,Urbana,IN,40.8983773,-85.7927634,1
7057,South Whitley,IN,41.0847677,-85.6280381,3
7058,New Palestine,IN,39.7219882,-85.8891471,6
7059,Belleville,IN,39.6772684,-86.4883305,1
7060,Middletown,IN,40.0572668,-85.537197,3
7061,Kouts,IN,41.3167058,-87.0258594,1
7062,Merriville,IN,41.4700645,-87.3594304,1
7063,Lake Station,IN,41.5750369,-87.2389246,4
7064,Butler,IN,41.4297694,-84.8713507,3
7065,corydon,IN,38.2129325,-86.125386,1
7066,Porter/Burns Harbor,IN,41.6046961,-87.1055451,1
7067,Castleton,IN,39.9050533,-86.0513488,1
7068,Rushville,IN,39.608756,-85.4469755,5
7069,Plainfield,IN,39.7042123,-86.3994387,3
7070,Steam Corner,IN,40.0428181,-87.2433434,1
7071,Scottsburg,IN,38.685614,-85.7702451,2
7072,Versailles,IN,39.0720026,-85.2519113,1
7073,Brazil,IN,39.523652,-87.1250154,9
7074,Monrovia,IN,39.5789357,-86.4822187,2
7075,Clermont,IN,39.8097656,-86.3224925,3
7076,Geneva,IN,40.5924473,-84.9612944,1
7077,Powell,IN,38.9811708,-84.860505,1
7078,Fowler,IN,40.6167044,-87.3208519,2
7079,Chandler,IN,38.0417114,-87.3680648,1
7080,Wabash,IN,40.8065352,-85.7833563,7
7081,Princeton/Evansville,IN,37.99279,-87.507465,1
7082,Beech Grove,IN,39.7221906,-86.0894158,2
7083,Louisville,IN,38.3500632,-85.8490213,1
7084,Clinton,IN,40.2992769,-86.4692735,2
7085,Sellersburg,IN,38.3979718,-85.7550735,4
7086,Spencer,IN,38.0288806,-86.9976446,4
7087,Kewanna,IN,41.0186527,-86.413337,1
7088,Brookston,IN,40.6028144,-86.8672339,9
7089,Bruceville,IN,38.7594911,-87.4155739,1
7090,Huntington,IN,40.8008286,-85.5018494,12
7091,Fort Wayn,IN,41.0799898,-85.1386015,1
7092,Coatesville,IN,39.6878242,-86.6702816,1
7093,Sweetser,IN,40.5719842,-85.7691477,1
7094,Fish Lake,IN,41.5667112,-86.5519609,1
7095,Farmersburg,IN,39.2486513,-87.3819634,1
7096,Ft. Branch,IN,38.2511525,-87.5811189,1
7097,Bowling Green,IN,39.3830983,-87.0116791,1
7098,Thorntown,IN,40.1294839,-86.6066706,2
7099,Floyd Knobs,IN,38.3335154,-85.93359089614259,1
7100,Frankton,IN,40.2228175,-85.7788669,2
7101,Wakarusa,IN,41.5361597,-86.0208334,1
7102,Paragon,IN,39.3950468,-86.562499,5
7103,Indiana,IN,41.0975573,-85.0562084,2
7104,Connersville,IN,39.6411589,-85.1410748,10
7105,Markleville,IN,39.9778218,-85.6146982,1
7106,Batesville,IN,39.3000065,-85.222184,4
7107,Muncie/Yorktown,IN,40.1708769,-85.4813616,1
7108,Berne,IN,40.6578242,-84.9519115,2
7109,Westfield,IN,40.0428151,-86.1274888,6
7110,LaOtto,IN,41.2897616,-85.197971,1
7111,Rensselaer,IN,40.9367045,-87.1508562,2
7112,Porter,IN,41.4457032,-87.0724971,1
7113,Covington,IN,40.1417045,-87.3947357,1
7114,Pendleton,IN,39.9975415,-85.7466439,3
7115,Guion,IN,39.8428203,-87.1114004,1
7116,Kendallville,IN,41.4414385,-85.2649754,8
7117,Schneider,IN,41.1869793,-87.4483667,1
7118,Culver,IN,41.2189311,-86.4230626,2
7119,Walkerton,IN,41.4667113,-86.4830681,4
7120,Mount Pleasant,IN,40.8492073,-86.3247217,1
7121,Wanamaker,IN,39.7045981,-86.0096357,1
7122,West Harrison,IN,39.2608882,-84.8207849,2
7123,Acton,IN,39.6556179,-85.9669193,1
7124,Rising Sun,IN,38.9495047,-84.853838,2
7125,Beverly Shores,IN,41.6925381,-86.9775319,2
7126,MIshawaka,IN,41.6611642,-86.1807031,1
7127,Dyer,IN,41.4942021,-87.5217068,4
7128,Bremen,IN,41.4464361,-86.1480581,2
7129,Griffith,IN,41.534507,-87.4255305,4
7130,Lawrenceburg,IN,39.090891,-84.8499504,4
7131,Bright In,IN,39.1972245,-84.86253645674294,1
7132,Blanford,IN,39.6650358,-87.5205765,1
7133,Chrisney,IN,38.0147731,-87.036386,1
7134,New Paris,IN,41.5045465,-85.82410851437608,2
7135,Bennington,IN,38.8589483,-85.1405093,1
7136,Fremont,IN,41.7308834,-84.9327395,5
7137,Churubusco,IN,41.2306037,-85.3194291,2
7138,Mount Summit,IN,40.0044908,-85.3846928,1
7139,New Whiteland,IN,39.5558638,-86.0964369,1
7140,Washington,IN,38.5612578,-86.1179768,6
7141,Burns Harbor,IN,41.6258708,-87.1333676,2
7142,Winchester,IN,40.1719892,-84.9813549,4
7143,North Webster,IN,41.3256283,-85.6978682,3
7144,Dale,IN,38.1689416,-86.9899966,2
7145,Odon,IN,38.8428256,-86.9913959,1
7146,Kimmell,IN,41.3953746,-85.5483522,1
7147,Monon,IN,40.8678171,-86.8789044,1
7148,Borden,IN,38.4667284,-85.9458044,1
7149,Frankfort,IN,40.2797657,-86.5108244,13
7150,Nashville,IN,39.2072377,-86.2469553,5
7151,Oldenburg,IN,39.339773,-85.2044063,1
7152,Dublin,IN,39.8120306,-85.2088645,2
7153,Jonesboro,IN,40.4797623,-85.6277537,4
7154,Cloverdale,IN,39.5147682,-86.7938969,2
7155,Cincinnati,IN,39.0200469,-86.728891,1
7156,Greenville,IN,38.3725644,-85.9863593,3
7157,Markle,IN,40.828669,-85.33867317276142,2
7158,Michigan city,IN,41.7075394,-86.8950297,1
7159,Lexington,IN,38.6522821,-85.6252409,2
7160,Putnamville,IN,39.5742119,-86.8652875,1
7161,Shoals,IN,38.6664402,-86.7911096,1
7162,French Lick,IN,38.5502547,-86.6199659,1
7163,Decatur,IN,39.2862128,-85.4943058,3
7164,Paoli,IN,38.5561663,-86.468321,1
7165,Rockville,IN,39.7625404,-87.2291809,2
7166,Charlottesville,IN,39.7920892,-85.6120151,1
7167,Fillmore,IN,39.6675465,-86.7533401,1
7168,Majenica,IN,40.7700454,-85.4533073,2
7169,Loogootee,IN,38.6769945,-86.9141696,2
7170,Sharpsville,IN,40.3794822,-86.0886009,2
7171,Edinburgh,IN,39.3542176,-85.9666577,1
7172,Battleground,IN,38.9276756,-86.5316801,1
7173,Lagro/Wabash,IN,40.8380995,-85.7302608,1
7174,Mackey,IN,38.2522689,-87.3916808,1
7175,Granger/Mishawaka,IN,41.7221621,-86.1708351,1
7176,Bristol,IN,41.7214415,-85.8175361,3
7177,West harrison,IN,39.2608882,-84.8207849,1
7178,Converse,IN,40.5779114,-85.8726173,4
7179,Huntingburg,IN,38.2989422,-86.9549972,1
7180,Denver,IN,40.8638698,-86.0775009,1
7181,Chicago,IN,41.0715686,-85.1295642,1
7182,Ireland,IN,38.4147739,-86.9994455,1
