ID,City,State,Latitude,Longitude,Tot
5226,City of Rocks National Reserve,ID,42.07249545,-113.7061262,1
5227,Hamer,ID,43.91583,-112.1970859,1
5228,Round Valley,ID,44.50226815,-114.2142171,1
5229,Downey,ID,42.4285297,-112.1244073,1
5230,Carmen,ID,45.2424203,-113.8934018,1
5231,Fernwood,ID,47.1121302,-116.39266,1
5232,Mullan,ID,47.4702078,-115.8018253,1
5233,Orofino,ID,46.4811378,-116.255778,1
5234,Island Park,ID,44.4978174,-111.335736,1
5235,Grand View,ID,42.9896139,-116.09343,2
5236,Rockford,ID,43.1896363,-112.5347054,1
5237,Arco,ID,43.635336,-113.299953,4
5238,Pollock,ID,45.3123868,-116.3590208,1
5239,Idaho,ID,45.7680684,-115.5160723,1
5240,Rose Lake,ID,47.5388394,-116.4719662,1
5241,Smiths Ferry,ID,44.3012812,-116.0895747,1
5242,Rupert,ID,42.6190756,-113.677234,2
5243,Greencreek,ID,46.1071074,-116.2643108,1
5244,Fenn,ID,45.9648552,-116.2598183,1
5245,St. Charles,ID,42.115055,-111.3903022,1
5246,Mccall,ID,44.911006,-116.0987364,1
5247,Salmon River,ID,45.633942,-116.2844491,1
5248,Snake River,ID,44.2420748,-117.0442153,1
5249,Lake Sullivan,ID,43.3150114,-114.1572866,1
5250,Swan Falls/Kuna,ID,43.48623625,-116.4144169,1
5251,Kellogg,ID,47.5382349,-116.118887,1
5252,MacKay,ID,43.91463,-113.613355,1
5253,Dixie,ID,45.5540749,-115.4612364,1
5254,Parma,ID,43.7851615,-116.9432088,1
5255,Sagle,ID,48.2024189,-116.5476927,1
5256,Princeton,ID,46.9140612,-116.8340512,1
5257,Effingham,IL,39.0520902,-88.6029006,7
5258,Springfield,IL,39.7990175,-89.6439575,55
5259,Homewood,IL,41.5573283,-87.6654739,3
5260,Chicago,IL,41.8755616,-87.6244212,424
5261,Genoa,IL,42.097248,-88.6928688,3
5262,Carol stream,IL,41.9125286,-88.1347927,1
5263,Normal,IL,40.5092961,-88.9843937,17
5264,Carbondale,IL,37.7274692,-89.216655,15
5265,Wauconda,IL,42.2589122,-88.1392474,3
5266,Steger,IL,41.4700348,-87.636432,7
5267,Lisle,IL,41.801159,-88.0747687,11
5268,Lombard,IL,41.8864687,-88.0201536,27
5269,Belvidere,IL,42.2579991,-88.841734,6
5270,Benton,IL,37.9967163,-88.9200685,7
5271,Oswego,IL,41.6834778,-88.3525714,18
5272,Tuscola,IL,39.7991986,-88.2831038,2
5273,Aurora,IL,41.7571701,-88.3147539,36
5274,Pekin,IL,40.5687911,-89.6501621,7
5275,Chadwick,IL,42.0133599,-89.8906765,1
5276,Berwyn,IL,41.8505874,-87.7936685,8
5277,Flora,IL,38.6689364,-88.4856042,3
5278,Crystal Lake,IL,42.2411344,-88.3161965,27
5279,Champaign,IL,40.1164841,-88.2430932,18
5280,Arlington Heights,IL,42.0811563,-87.9802164,24
5281,Quincy,IL,39.9356016,-91.4098727,11
5282,Libertyville,IL,42.2830786,-87.9531303,9
5283,"Chicago , montrose harbor",IL,41.9644112,-87.63504509,1
5284,Fairmount,IL,40.0455911,-87.8305838,1
5285,Caledonia,IL,42.369463,-88.8926041,1
5286,Naperville,IL,41.7728699,-88.1479278,42
5287,Hillsboro,IL,39.1609575,-89.4933899,4
5288,St.Charles,IL,41.9139808,-88.3128183,2
5289,Murphysboro,IL,37.7644952,-89.3350888,12
5290,Clinton,IL,38.5896187,-89.420064,2
5291,Burr Ridge,IL,41.7502971,-87.9161818,4
5292,River Forest,IL,41.8978091,-87.8139483,4
5293,Orland Park,IL,41.630663,-87.8536288,46
5294,Oak Forest,IL,41.6028116,-87.7439384,36
5295,Roselle,IL,41.9852583,-88.0799571,6
5296,Oaklawn,IL,37.9057,-88.940731,1
5297,Wheaton,IL,41.8646959,-88.1101709,22
5298,Hickory Hills,IL,41.7255879,-87.825055,6
5299,Rock Island,IL,41.4411786,-90.5766144,9
5300,Joliet,IL,41.5263603,-88.0840212,34
5301,Marengo,IL,42.2525476,-88.6078921,3
5302,Ottawa,IL,41.3516628,-88.845436,17
5303,Streator,IL,41.1210234,-88.8357361,3
5304,Bolingbrook,IL,41.7003302,-88.0717708,23
5305,Cherry valley,IL,42.2392959,-88.9597115,1
5306,Dixon,IL,41.8425197,-89.4814291,14
5307,Windsor,IL,41.2022584,-90.4423521,2
5308,Payson,IL,39.8169907,-91.2423657,17
5309,Sycamore,IL,41.9889173,-88.6867538,11
5310,Coatsburg,IL,40.0328247,-91.1576405,1
5311,Rockford,IL,42.2713945,-89.093966,131
5312,Norris City,IL,37.9811576,-88.3292104,27
5313,Peoria,IL,40.6938609,-89.5891008,41
5314,White Hall,IL,39.4368807,-90.4024169,1
5315,MACHESNEY PARK,IL,42.3472406,-89.0389956,1
5316,Paris,IL,39.611146,-87.6961374,1
5317,Northbrook,IL,42.128704,-87.8265089,38
5318,Collinsville,IL,38.6703267,-89.9845476,14
5319,Newman,IL,39.7986455,-87.9858677,1
5320,Beecher,IL,41.3405417,-87.6215144,10
5321,New Lenox,IL,41.5119761,-87.9656098,13
5322,Bethalto,IL,38.9093789,-90.0406568,4
5323,Union,IL,37.4616454,-89.2504793,3
5324,Elgin,IL,42.03726,-88.2810994,26
5325,Downers Grove,IL,41.7936822,-88.0102281,22
5326,Huntley,IL,42.1722503,-88.42692,7
5327,Lansing,IL,41.5662245,-87.5381569,4
5328,Monee,IL,41.420034,-87.7417115,7
5329,Freeburg,IL,38.4275865,-89.9137592,2
5330,Wadsworth,IL,42.4286321,-87.9239651,5
5331,Cicero,IL,41.8455398,-87.7540199,11
5332,Mokena,IL,41.5261437,-87.8892189,23
5333,Hodgkins,IL,41.7689207,-87.857835,5
5334,Hoffman Estates,IL,42.0427256,-88.0792782,7
5335,Burbank,IL,41.741406,-87.7686078,10
5336,Tinley park,IL,41.5733669,-87.7844944,2
5337,Wheeling,IL,42.138889,-87.9310944,11
5338,Calumet Park,IL,41.6639076,-87.6575786,1
5339,Alton,IL,38.8908583,-90.1843091,15
5340,Decatur,IL,39.8454163,-88.9524151,17
5341,Wonder Lake,IL,42.3823735,-88.36698053,3
5342,Tiskilwa,IL,41.2922592,-89.5062042,4
5343,Tower Hill,IL,39.3878184,-88.9606321,1
5344,Des Plaines,IL,42.0415823,-87.8873916,16
5345,St Charles,IL,41.9139808,-88.3128183,3
5346,Morris,IL,41.3574135,-88.4215234,15
5347,Metropolis,IL,37.1511655,-88.7319979,4
5348,Crest Hill,IL,41.554753,-88.0986709,2
5349,Countryside,IL,41.7771605,-87.8729748,5
5350,St. Charles,IL,41.9139808,-88.3128183,19
5351,Palatine,IL,42.1105779,-88.0336888,28
5352,Kingston,IL,42.0997482,-88.7589818,2
5353,Willowbrook,IL,41.7697533,-87.9358931,4
5354,Mattoon,IL,39.4842821,-88.3773279,9
5355,Belleville,IL,38.5200504,-89.9839935,18
5356,Bloomingdale,IL,41.9575285,-88.0809036,6
5357,Essex,IL,41.1771377,-88.1855325,1
5358,Flat Rock,IL,38.901711,-87.6716922,1
5359,Mc Henry,IL,39.94044,-90.21317,1
5360,Granite City,IL,38.7014389,-90.1487199,11
5361,Brookfield,IL,41.8228378,-87.848085,7
5362,springfield,IL,39.7990175,-89.6439575,1
5363,Lemont,IL,41.6737149,-88.0016263,11
5364,Millstadt,IL,38.4614404,-90.0917755,6
5365,SOUTH BARRINGTON,IL,42.088522,-88.14840371,1
5366,medinah,IL,41.9814174,-88.0511813,1
5367,Lexington,IL,40.6414237,-88.7834001,1
5368,Park Forest,IL,41.4825788,-87.6802344,6
5369,Rolling Meadows,IL,42.0841936,-88.0131275,5
5370,Lincoln,IL,40.1481349,-89.3636569,3
5371,Oak Lawn,IL,41.7108662,-87.7581081,51
5372,Bloomington,IL,40.4797828,-88.9939147,36
5373,Waterloo,IL,38.3358857,-90.1498341,3
5374,Vernon Hills,IL,42.2204892,-87.9803604,8
5375,Lockport,IL,41.5894753,-88.057837,16
5376,Holiday Shores,IL,38.9217573,-89.9438327,1
5377,Belvedere,IL,41.6729794,-88.1428989,1
5378,Morton Grove,IL,42.0405857,-87.7825696,4
5379,Tinley Park,IL,41.5733669,-87.7844944,157
5380,ALSIP,IL,41.6689223,-87.7386619,1
5381,Mundelein,IL,42.263079,-88.0039653,14
5382,Lockport/Romeoville,IL,41.612383,-88.1178247,1
5383,Iuka,IL,38.6161588,-88.790334,2
5384,Plainfield,IL,41.6086711,-88.2054345,34
5385,Beach Park,IL,42.4222435,-87.8572955,3
5386,Downers Grove/Chicago,IL,41.82913865,-88.02471259,1
5387,Mason city,IL,40.2022663,-89.6981639,1
5388,Evergreen Park,IL,41.720136,-87.7013258,4
5389,Homer Glen,IL,41.6000318,-87.9381112,9
5390,Moweaqua,IL,39.6247614,-89.0189684,1
5391,Vienna,IL,37.4153295,-88.8978435,6
5392,Greenville,IL,38.8922687,-89.4131356,8
5393,Galesburg,IL,40.9475652,-90.3712169,20
5394,Fox Lake,IL,42.3966874,-88.1836965,8
5395,Chicago Heights,IL,41.5062834,-87.6357079,11
5396,Edwardsville,IL,38.8114364,-89.953157,19
5397,Bartlett,IL,41.9908485,-88.1850028,19
5398,Waterman,IL,41.7716963,-88.7736942,1
5399,Mchenry,IL,42.3294391,-88.4605713,1
5400,Sesser,IL,38.0917168,-89.0503512,2
5401,Oquawka,IL,40.931982,-90.9470863,2
5402,Manito,IL,40.4258736,-89.7792762,2
5403,Winfield,IL,41.8616956,-88.1609031,3
5404,Forest Park,IL,41.8794989,-87.8136997,6
5405,Kirkland,IL,42.0925258,-88.8512063,4
5406,Oak Park,IL,41.8878145,-87.7887615,4
5407,Aledo,IL,41.1998568,-90.7486349,3
5408,Palos Heights,IL,41.6681632,-87.7962812,3
5409,Jacksonville,IL,39.7343037,-90.2288356,11
5410,Breese,IL,38.6106338,-89.5259341,4
5411,Westmont,IL,41.7950525,-87.9751964,9
5412,Johnsburg,IL,42.3800209,-88.2420315,7
5413,East Peoria,IL,40.666149,-89.5800978,8
5414,Peotone,IL,41.3323725,-87.7850863,7
5415,Carlinville,IL,39.2797699,-89.8817662,8
5416,Markham,IL,41.5936453,-87.6947699,3
5417,Casey,IL,39.2993863,-87.991754,2
5418,Chillicothe,IL,40.9161637,-89.4884384,4
5419,Cary,IL,42.2119684,-88.2381381,7
5420,Leaf River,IL,42.1255813,-89.4037207,1
5421,Salem,IL,38.6269929,-88.9456158,8
5422,Manteno,IL,41.2506759,-87.8314299,12
5423,ROCKFORD,IL,42.2713945,-89.093966,1
5424,Glenview,IL,42.0700662,-87.8114044,12
5425,Montgomery,IL,39.2052633,-89.5057126,8
5426,Glen Ellyn,IL,41.8775293,-88.0670118,8
5427,Savanna,IL,42.0944672,-90.1567944,2
5428,Columbia,IL,38.4428078,-90.1997949,4
5429,Altamont,IL,39.062036,-88.7481224,1
5430,Fairview Heights,IL,38.5889386,-89.990382,6
5431,Andover,IL,41.2939249,-90.2920678,1
5432,Country Club Hills,IL,41.5680898,-87.7203257,4
5433,Lewistown,IL,40.3930973,-90.1548421,6
5434,Colchester,IL,40.4264306,-90.7926324,1
5435,Skokie,IL,42.0333694,-87.7333972,10
5436,La Grange,IL,41.8054577,-87.8748644,2
5437,Oreana,IL,39.9386476,-88.8656324,1
5438,Shawnee National Forest,IL,37.724408,-88.536753,2
5439,St. Francisville,IL,38.5919,-87.64705451,1
5440,Waukegan,IL,42.3636331,-87.8447938,16
5441,LaSalle,IL,41.3474892,-88.9011861,2
5442,Coal City,IL,41.2878097,-88.2856185,1
5443,Morrison,IL,41.8094058,-89.9649496,3
5444,Herscher,IL,41.0495316,-88.09621,1
5445,Troy Grove,IL,41.4663261,-89.082742,1
5446,Highland,IL,38.7394918,-89.6712008,3
5447,Shelbyville,IL,39.4064284,-88.7900689,6
5448,Thomson,IL,41.9589158,-90.0992924,1
5449,chicago,IL,41.8755616,-87.6244212,1
5450,Bradley,IL,41.1421905,-87.8613221,5
5451,Wataga,IL,41.0253155,-90.2798475,1
5452,Byron,IL,42.1269692,-89.2556618,5
5453,Sherrard,IL,41.318924,-90.505966,1
5454,Elmwood Park,IL,41.9205931,-87.8160169,5
5455,Warsaw,IL,40.359211,-91.4345978,2
5456,Sublette,IL,41.6430884,-89.2278681,3
5457,Beardstown,IL,40.0175483,-90.4242916,6
5458,Carterville,IL,37.7597872,-89.0774278,4
5459,Virden,IL,39.5008866,-89.7678747,4
5460,Volo,IL,42.3261332,-88.167861,4
5461,Le Roy,IL,40.3519795,-88.764237,1
5462,Wilmington,IL,39.4794415,-90.48745575,4
5463,Mount Prospect,IL,42.0664167,-87.9372908,5
5464,Round lake beach,IL,42.3716881,-88.0900806,1
5465,Troy,IL,38.7292147,-89.8831541,9
5466,Danville,IL,40.125222,-87.6304614,12
5467,Freeport,IL,42.2966861,-89.6212271,9
5468,Gurnee,IL,42.3702996,-87.9020186,15
5469,Herald,IL,37.9664348,-88.1814267,1
5470,Kickapoo,IL,40.7899018,-89.7511655,1
5471,Maryville,IL,38.7236594,-89.9559348,3
5472,Mt. Prospect,IL,42.0664167,-87.9372908,8
5473,Justice,IL,41.7456772,-87.8391876,3
5474,Gardner,IL,41.1858456,-88.3097673,3
5475,Rankin,IL,40.4650357,-87.8964219,1
5476,Omaha,IL,37.8903243,-88.3030977,2
5477,Carrollton,IL,39.3022693,-90.4070632,2
5478,East Alton,IL,38.8803256,-90.1112184,2
5479,Schaumburg,IL,42.0333608,-88.083406,23
5480,North Brook,IL,40.703829,-89.510766,2
5481,Barrington,IL,42.1539141,-88.1361888,16
5482,Trenton,IL,38.6050833,-89.6817621,2
5483,Loves Park,IL,42.3200189,-89.0581621,13
5484,Elmhurst,IL,41.8994745,-87.9403418,14
5485,ELMHURST,IL,41.8994745,-87.9403418,1
5486,Rochester,IL,39.7494943,-89.5317603,2
5487,Auburn,IL,39.5917197,-89.7464874,2
5488,Sparland,IL,41.0286474,-89.4384235,4
5489,Macomb,IL,40.4588934,-90.6713939,12
5490,Knoxville,IL,40.9083715,-90.2848476,3
5491,Gilberts,IL,42.1034365,-88.3745145,3
5492,Oregon,IL,42.0147513,-89.3323279,7
5493,Lake Zurich,IL,42.1969689,-88.0934108,5
5494,Worth,IL,41.6899779,-87.7974139,8
5495,Hanna City,IL,40.6916904,-89.7951769,3
5496,Lawrenceville,IL,38.7292138,-87.6816927,3
5497,Batavia,IL,41.8500284,-88.3125738,12
5498,Bunker Hill,IL,39.0428239,-89.951769,1
5499,Richton Park,IL,41.484479,-87.7033787,2
5500,Galatia,IL,37.8406038,-88.6092215,4
5501,Benld,IL,39.0928246,-89.8039845,1
5502,Sugar Grove,IL,41.7614181,-88.443686,6
5503,Lake Villa,IL,42.4169651,-88.0739708,12
5504,Evanston,IL,42.0447388,-87.6930459,14
5505,Rockford (south of),IL,42.24720355,-88.97099539,1
5506,Henry,IL,41.3418549,-90.1177442,2
5507,Addison,IL,41.931696,-87.9889556,4
5508,Round Lake,IL,42.353355,-88.0934145,6
5509,Matteson,IL,41.509832,-87.739267,12
5510,Urbana,IL,40.1117174,-88.207301,7
5511,Pingree Grove,IL,42.0686367,-88.4134159,3
5512,Sparta,IL,38.1231053,-89.7017658,1
5513,Lake in the Hills,IL,42.1816908,-88.3303618,10
5514,Hampshire,IL,42.0978028,-88.5303643,3
5515,Dunlap,IL,40.8616513,-89.6777665,4
5516,Rockford/ Cherry Valley,IL,42.2370501,-89.0147104,1
5517,Franklin,IL,37.9765409,-88.9335327,1
5518,Park Ridge,IL,42.0112329,-87.8406031,11
5519,Calhoun,IL,39.1397507,-90.6506113,2
5520,Pontoon beach,IL,38.7317158,-90.0803839,1
5521,Heyworth,IL,40.313378,-88.9736633,4
5522,Canton,IL,40.5580945,-90.0351167,12
5523,Cherry Valley,IL,42.2392959,-88.9597115,2
5524,Cuba,IL,40.4928181,-90.1906768,1
5525,Machesney park,IL,42.3472406,-89.0389956,1
5526,Charleston,IL,39.4961458,-88.1761521,4
5527,DeKalb,IL,41.8903447,-88.7713953,4
5528,Hawthorn Woods,IL,42.2169686,-88.0495211,3
5529,Romeoville,IL,41.6475306,-88.0895061,7
5530,Cedarville,IL,42.3759906,-89.6331674,1
5531,Mahomet,IL,40.195142,-88.4052266,2
5532,East Moline,IL,41.5152157,-90.4420411,4
5533,Pawnee,IL,39.5917186,-89.5803739,1
5534,Plato Center,IL,42.0266929,-88.4300818,2
5535,Wilmette,IL,42.0757315,-87.7193768,3
5536,Leland,IL,41.6125307,-88.7995237,2
5537,O'Fallon,IL,38.5922715,-89.9112124,10
5538,Lasalle,IL,41.3474892,-88.9011861,1
5539,Rockford/Belvidere,IL,42.2750506,-88.8618194,1
5540,Johnston City,IL,37.8206053,-88.9275695,2
5541,Blyton,IL,40.5642068,-90.2765127,1
5542,La Salle,IL,41.3333679,-89.0917497,1
5543,Lake Shelbyville,IL,39.5039108,-88.7005437,1
5544,Montrose,IL,39.1641535,-88.38106278,2
5545,Oakwood Hills,IL,42.2464123,-88.2428615,1
5546,Orland Hills,IL,41.5853107,-87.8431078,8
5547,Geneva,IL,41.8875281,-88.3053525,7
5548,Hanover Park,IL,41.9994722,-88.1450735,9
5549,Walnut,IL,41.5567012,-89.5934315,1
5550,Rantoul,IL,40.3083672,-88.1558785,4
5551,Olney,IL,38.7296538,-88.0846891,8
5552,Harvey,IL,41.6100344,-87.6467132,1
5553,Nashville,IL,38.3434906,-89.3809783,2
5554,Kewanee,IL,41.2455927,-89.9248303,3
5555,Dolton,IL,41.6389236,-87.607268,2
5556,Franklin Park,IL,41.9353084,-87.865618,3
5557,Bridgeview,IL,41.7500323,-87.8042216,3
5558,Rochelle,IL,41.9239178,-89.0687074,5
5559,Phoenix,IL,41.6147151,-87.6323811,1
5560,LaFayette,IL,41.1080927,-89.9714998,1
5561,Carpentersville,IL,42.1211364,-88.2578582,7
5562,Glendale Heights,IL,41.9195385,-88.07663653,5
5563,Morton,IL,40.6127349,-89.459323,5
5564,Frankfort,IL,41.4958665,-87.8486613,25
5565,Woodridge,IL,41.7563344,-88.045559,10
5566,Jerseyville,IL,39.1200471,-90.3284479,7
5567,Centerville,IL,41.0644816,-90.0542816,1
5568,Green Garden Township,IL,42.31800475,-88.99635566,1
5569,Elwood,IL,41.4039201,-88.1117242,3
5570,Highland Park,IL,42.1816919,-87.8003438,12
5571,Herod,IL,37.5803268,-88.4361547,1
5572,Villa Park,IL,41.8893116,-87.9778368,7
5573,Madison,IL,38.811063,-89.9017112,3
5574,Taylorville,IL,39.548935,-89.294533,9
5575,Illiopolis,IL,39.8536535,-89.2420291,1
5576,Sullivan,IL,39.599479,-88.6078392,5
5577,Danforth,IL,40.820312,-87.977818,1
5578,Stonefort,IL,37.615849,-88.70403224,2
5579,Chicago (Wood Dale),IL,41.9859406,-87.98862135,1
5580,Stickney,IL,41.8193283,-87.7796895,1
5581,West Chicago,IL,41.8847507,-88.2039607,4
5582,Hazel Crest,IL,41.571713,-87.6945746,1
5583,Bourbonnais,IL,41.1639309,-87.8839693,11
5584,Winthrop Harbor,IL,42.478934,-87.8238485,2
5585,Rock Falls,IL,41.7816248,-89.6926018,3
5586,Shorewood,IL,41.5200305,-88.2017293,5
5587,Hometown,IL,41.731246,-87.7309534,4
5588,South Elgin,IL,41.9941938,-88.2922996,14
5589,Lively Grove,IL,38.3064384,-89.6114824,1
5590,Carol Stream,IL,41.9125286,-88.1347927,11
5591,South Barrington,IL,42.088522,-88.14840371,2
5592,Godfrey,IL,38.9556031,-90.1867765,6
5593,Middletown,IL,40.1003246,-89.5909378,2
5594,Algonquin,IL,42.1655801,-88.2942493,12
5595,Blue Island,IL,41.6572753,-87.6801848,8
5596,Braidwood,IL,41.2650318,-88.2122823,1
5597,Marion,IL,38.6477381,-88.9232112,5
5598,Buffalo Grove,IL,42.1514146,-87.959794,9
5599,Yorkville,IL,41.6411409,-88.4472948,7
5600,Ashton,IL,41.8661417,-89.2212088,1
5601,Cairo,IL,37.0057958,-89.1772449,2
5602,Mount Carmel,IL,38.4108801,-87.7614174,2
5603,West Frankfort,IL,37.9000495,-88.9022902,2
5604,Sterling,IL,41.788253,-89.6953656,9
5605,Rosiclare,IL,37.4236626,-88.3461483,1
5606,Hoffman,IL,38.5413716,-89.263599,2
5607,Zion,IL,42.4461322,-87.8328505,7
5608,Warren,IL,40.8442828,-90.6168408,3
5609,Antioch,IL,42.4767131,-88.0950691,8
5610,Elk Grove Village,IL,42.0041236,-87.9706457,6
5611,Trout Valley,IL,42.1980798,-88.2534159,1
5612,North Riverside,IL,41.84686,-87.8152024,3
5613,Spring Grove,IL,42.4436308,-88.2364775,2
5614,Eureka,IL,40.7213015,-89.2726708,3
5615,Moline,IL,41.5058344,-90.5136642,17
5616,Athens,IL,39.9608826,-89.7239944,3
5617,rockford,IL,42.2713945,-89.093966,1
5618,Lake In The Hills,IL,42.1816908,-88.3303618,1
5619,Palos Park,IL,41.6673636,-87.8304952,2
5620,Peru,IL,41.3272919,-89.1287636,3
5621,Villa Grove,IL,39.8654663,-88.152527,1
5622,Brownstown,IL,38.995878,-88.9528394,1
5623,Pontoon Beach,IL,38.7317158,-90.0803839,1
5624,Jonesboro,IL,37.4517163,-89.2681402,7
5625,Christopher,IL,37.9725501,-89.053408,3
5626,Schiller Park,IL,41.9558637,-87.8708965,1
5627,River Grove,IL,41.9258642,-87.8358943,2
5628,Glenarm,IL,39.6236631,-89.6489863,6
5629,Marquette Heights,IL,40.6175383,-89.6003776,1
5630,Grayslake,IL,42.3433518,-88.0412192,6
5631,Swansea,IL,38.5339392,-89.9889936,3
5632,Crestwood,IL,41.6611444,-87.7525511,7
5633,Liberty,IL,39.8794914,-91.1079163,1
5634,Niles,IL,42.0289319,-87.8122348,10
5635,Morton grove,IL,42.0405857,-87.7825696,1
5636,Mount Morris,IL,42.0503062,-89.4312201,1
5637,Marseilles,IL,41.3308666,-88.7081293,1
5638,Woodstock,IL,42.3147529,-88.4474302,7
5639,Tremont,IL,40.5275392,-89.4925979,1
5640,Machesney Park,IL,42.3472406,-89.0389956,9
5641,Highwood,IL,42.1998879,-87.8093247,4
5642,North Aurora,IL,41.8061399,-88.3272952,4
5643,Fulton,IL,40.4714305,-90.1845556,2
5644,Pecatonica,IL,42.3138917,-89.3593778,2
5645,Savoy,IL,40.054753,-88.2517165,1
5646,Iola,IL,38.8344904,-88.6281064,2
5647,Mount Vernon,IL,38.3172715,-88.9031201,3
5648,Galena,IL,42.4157304,-90.4294726,3
5649,Crystal lake,IL,42.2411344,-88.3161965,1
5650,Bartlet,IL,41.8075804,-89.9611964,1
5651,Streamwood,IL,42.0255827,-88.1784085,10
5652,Fox River Grove,IL,42.2008575,-88.2145259,2
5653,Dupo,IL,38.5161634,-90.2103903,6
5654,Dekalb,IL,41.8903447,-88.7713953,7
5655,Goreville,IL,37.5544953,-88.9722932,1
5656,Warrensburg,IL,39.9328162,-89.0620278,1
5657,Woodson,IL,39.6264105,-90.22664551,1
5658,Odin,IL,38.617271,-89.0522867,2
5659,Creve Coeur,IL,40.6472603,-89.5912098,2
5660,Gilson,IL,40.8617048,-90.2015111,1
5661,Griggsville,IL,39.7089362,-90.7245722,1
5662,Avon,IL,40.6642065,-90.4348506,1
5663,McLean,IL,40.4631789,-88.8196613,2
5664,Northlake,IL,41.9172526,-87.8956185,3
5665,Sherman,IL,39.8936608,-89.6048231,1
5666,LaGrange,IL,39.9396935,-90.5349286,3
5667,Crete,IL,41.4445334,-87.6313829,12
5668,Sigel,IL,39.2261504,-88.4942259,1
5669,McHenry,IL,42.3294391,-88.4605713,15
5670,Plano,IL,41.662877,-88.5366814,4
5671,Port Barrington,IL,42.2425236,-88.2020267,1
5672,Saint Charles,IL,41.9139808,-88.3128183,2
5673,Carlyle,IL,38.6103264,-89.3725796,1
5674,Kaneville,IL,41.8353062,-88.5220233,1
5675,Brookport,IL,37.1236664,-88.6303267,2
5676,Hinsdale,IL,41.8024604,-87.9299841,4
5677,Minooka,IL,41.4553084,-88.2617305,2
5678,New Baden,IL,38.5349571,-89.7007595,1
5679,Elburn,IL,41.8922499,-88.4723014,2
5680,Atlanta,IL,40.2596504,-89.2332466,1
5681,Nason,IL,38.1761609,-88.9675689,3
5682,Mount Pulaski,IL,40.0108767,-89.282314,3
5683,Riverdale,IL,41.6333678,-87.6331021,1
5684,Lacon,IL,41.0247583,-89.4112007,2
5685,De Land,IL,40.1222568,-88.6453453,1
5686,Long Point,IL,41.0047545,-88.8917412,1
5687,Flossmoor,IL,41.5428123,-87.6847684,2
5688,Rossville,IL,40.3792031,-87.6686342,2
5689,Vandalia,IL,38.960601,-89.0936778,2
5690,Roscoe,IL,42.4133505,-89.0092742,8
5691,Lake Bluff,IL,42.2789117,-87.8342362,2
5692,Hoffman estates,IL,42.0427256,-88.0792782,2
5693,Lake Forest,IL,42.2586461,-87.8407055,7
5694,Hanover  Park,IL,41.9994722,-88.1450735,1
5695,Newton,IL,38.9904382,-88.161961,3
5696,Alden,IL,42.4589075,-88.5178757,1
5697,Ashley,IL,38.3294942,-89.1909097,2
5698,Lebanon,IL,38.6039375,-89.8073195,5
5699,Ingleside,IL,42.3811603,-88.1397458,5
5700,Chatham,IL,39.676163,-89.7045439,4
5701,Cordova,IL,41.6803099,-90.319018,3
5702,Zeigler,IL,37.8994945,-89.0520194,1
5703,Lovington,IL,39.71559,-88.6325641,1
5704,Lena,IL,42.3804975,-89.8220784,1
5705,Deerfield,IL,42.1711365,-87.8445119,7
5706,Inverness,IL,42.1180815,-88.0961865,3
5707,Prospect Heights,IL,42.0953049,-87.9375694,1
5708,Fithian,IL,40.1139242,-87.8730857,1
5709,Midlothian,IL,41.6253116,-87.7175491,8
5710,Towanda,IL,40.5639242,-88.8989607,1
5711,Kankakee,IL,41.1253903,-87.848682,4
5712,Edwards,IL,38.410254,-88.0584362,1
5713,Lake Barrington,IL,42.2126265,-88.16715345,1
5714,Dalzell,IL,41.3578126,-89.176196,1
5715,Lindenhurst,IL,42.4105765,-88.0261911,3
5716,Rockton,IL,42.4525157,-89.0723317,3
5717,Alsip,IL,41.6689223,-87.7386619,6
5718,Lagrange Park,IL,41.5935996,-87.8523315,1
5719,Broadview,IL,41.8639201,-87.8533931,1
5720,Richmond,IL,42.4758522,-88.3059251,2
5721,Piper City,IL,40.756702,-88.191158,1
5722,Harvard,IL,42.422241,-88.6137101,4
5723,South Beloit,IL,42.4930708,-89.0367764,1
5724,Poplar Grove,IL,42.3683522,-88.822047,3
5725,Channahon,IL,41.4294753,-88.2286735,3
5726,Royalton,IL,37.8769946,-89.1145223,1
5727,South  Chicago  Heights,IL,41.4808681,-87.6378211,1
5728,Willow Springs,IL,41.7402308,-87.8586963,3
5729,Irving,IL,39.2058801,-89.4045304,1
5730,Carrier Mills,IL,37.6842156,-88.6328326,1
5731,Diamond,IL,41.2886428,-88.2517287,1
5732,Westville,IL,40.0422589,-87.6386322,1
5733,Saint Anne,IL,41.0252,-87.7133804,1
5734,Karnak,IL,37.2936633,-88.9753462,2
5735,Seneca,IL,41.3107161,-88.6090863,1
5736,San Jose,IL,40.305598,-89.6028829,3
5737,Melrose Park,IL,41.900299,-87.8569745,3
5738,Ridgway,IL,37.7992131,-88.2611509,5
5739,Centralia,IL,38.5250491,-89.1334037,4
5740,Brighton,IL,39.039773,-90.1410023,4
5741,Argenta,IL,39.9819808,-88.8228535,1
5742,Durand,IL,42.4358914,-89.3319502,2
5743,Hoskins,IL,39.785879,-91.186405,1
5744,Westchester,IL,41.8505866,-87.8820048,3
5745,Texas City,IL,37.8783803,-88.3933791,1
5746,Elk Grove,IL,42.0041236,-87.9706457,3
5747,Lakewood,IL,42.22919,-88.355086,2
5748,Manhattan,IL,41.4225316,-87.9858863,6
